idna_subject,checker_type,destination,source,tested_at,session_id
vaynhanh24h.tk,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:05.399932+00:00,d412ce4ded57938a435be4de
vaytoanquoc24h.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:11.430953+00:00,d412ce4ded57938a435be4de
vaytientinchap-vn.site,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:17.459354+00:00,d412ce4ded57938a435be4de
storebinzdapoet.shop,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:17.680654+00:00,d412ce4ded57938a435be4de
vaytotnhat.app,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:23.507245+00:00,d412ce4ded57938a435be4de
vayvn247.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:23.562465+00:00,d412ce4ded57938a435be4de
vaytindung-techcombank.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:29.472633+00:00,d412ce4ded57938a435be4de
vaytinchap-tpbank.xyz,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:35.909153+00:00,d412ce4ded57938a435be4de
tasker.shop,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:37.870910+00:00,d412ce4ded57938a435be4de
vaytinchap-shinhanbank247.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:42.004252+00:00,d412ce4ded57938a435be4de
vaytinchapcanhan.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:43.771097+00:00,d412ce4ded57938a435be4de
vayuudai.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:47.998176+00:00,d412ce4ded57938a435be4de
vaytinchap-tpbank-hanoi.xyz,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:50.160579+00:00,d412ce4ded57938a435be4de
vaytindungnhanh.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:53.938058+00:00,d412ce4ded57938a435be4de
vayvonshinhanhanoi.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:56.211511+00:00,d412ce4ded57938a435be4de
